Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
16,"SW Phillips, A Wheeler, DY Kim","The effect of police paramilitary unit raids on crime at micro-places in Buffalo, New York",2016,"… Journal of Police Science …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1461355716660568","https://scholar.google.com/scholar?cites=3536418676825546119&as_sdt=2005&sciodt=0,5&hl=en",171,"2021-09-29 11:06:12","","10.1177/1461355716660568","","",,,,,16,3.20,5,3,5,"… International Journal of Police Science & Management … The effect of police paramilitary unit raids on crime at micro-places in Buffalo, New York. Scott W Phillips, Andrew Wheeler, and Dae-Young Kim. International Journal of Police Science & Management 2016 18:3, 206-219 …","https://journals.sagepub.com/doi/pdf/10.1177/1461355716660568","https://scholar.google.com/scholar?q=related:h10-wQziEzEJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
13,"AM Pate, SO Annan","Baltimore community policing experiment: Summary report",1989,"Washington, DC: US","ojp.gov","https://www.ojp.gov/ncjrs/virtual-library/abstracts/baltimore-community-policing-experiment-summary-report","https://scholar.google.com/scholar?cites=12629054730241183542&as_sdt=2005&sciodt=0,5&hl=en",172,"2021-09-29 11:06:12","","","","",,,,,13,0.41,7,2,32,"… Monthly calls for police service and crime data were also analyzed. The results indicated that ombudsman policing, when practiced with a full-time staff, produced highly significant improvements in public evaluations of police effectiveness and behavior, reduced perceptions …","","https://scholar.google.com/scholar?q=related:Ng_-lF1qQ68J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
48,"BC Renauer","Neighborhood variation in police stops and searches: A test of consensus and conflict perspectives",2012,"Police quarterly","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1098611112447746","https://scholar.google.com/scholar?cites=15924634813110675284&as_sdt=2005&sciodt=0,5&hl=en",173,"2021-09-29 11:06:12","","10.1177/1098611112447746","","",,,,,48,5.33,48,1,9,"… Neighborhood Variation in Police Stops and Searches. Brian C. Renauer. Police Quarterly 2012 15:3, 219-240. Download Citation … Neighborhood Variation in Police Stops and Searches. Brian C. Renauer. Police Quarterly 2012 15:3, 219-240. Share. Share …","https://journals.sagepub.com/doi/pdf/10.1177/1098611112447746","https://scholar.google.com/scholar?q=related:VOdHff2q_9wJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
10,"D Gordon","The police as place-consolidators: The organizational amplification of urban inequality",2020,"Law & Social Inquiry","cambridge.org","https://www.cambridge.org/core/journals/law-and-social-inquiry/article/police-as-placeconsolidators-the-organizational-amplification-of-urban-inequality/D67D4B3CA01CA42DBC75CC10216160DE","https://scholar.google.com/scholar?cites=2132782006226047220&as_sdt=2005&sciodt=0,5&hl=en",174,"2021-09-29 11:06:12","","","","",,,,,10,10.00,10,1,1,"… Though I do not extensively use the calls for service data in this Article, I include select … B. These many data sources provide several in-depth snapshots of policing over time … For instance, after identifying the police department's stated strategic priorities within each district, I …","https://inside.ccsi.org/CCSIPortal/media/content/PDFs/police_as_placeconsolidators_the_organizational_amplification_of_urban_inequality.pdf","https://scholar.google.com/scholar?q=related:9NBySO8pmR0J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
174,"D Weisburd, JC Hinkle, C Famega, J Ready","The possible “backfire” effects of hot spots policing: An experimental assessment of impacts on legitimacy, fear and collective efficacy",2011,"Journal of experimental …","Springer","https://link.springer.com/article/10.1007/s11292-011-9130-z","https://scholar.google.com/scholar?cites=11798002278388822093&as_sdt=2005&sciodt=0,5&hl=en",175,"2021-09-29 11:06:12","","10.1007/s11292-011-9130-z","","",,,,,174,17.40,44,4,10,"… Levine 1975), rapid response to calls for service (Spelman and Brown 1984) and police investigations (Greenwood and Petersilia 1975) had little or no impact on preventing or solving crimes. Later studies of hot spots policing tested not only increasing police presence through …","https://www.researchgate.net/profile/David_Weisburd/publication/225639484_The_possible_backfire_effects_of_hot_spots_policing_An_experimental_assessment_of_impacts_on_legitimacy_fear_and_collective_efficacy/links/0f317532723ad3617d000000","https://scholar.google.com/scholar?q=related:TXCdTpDsuqMJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
89,"J Rotton, EG Cohn","Outdoor temperature, climate control, and criminal assault: The spatial and temporal ecology of violence",2004,"Environment and Behavior","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0013916503259515","https://scholar.google.com/scholar?cites=12061073120744563503&as_sdt=2005&sciodt=0,5&hl=en",176,"2021-09-29 11:06:12","","10.1177/0013916503259515","","",,,,,89,5.24,45,2,17,"… This hypothesis was tested by subjecting calls for service received by police in Dallas, Texas, to multivariate analyses of covariance that employed weather variables as predictors and controlled for the temporal variables of holidays, time of day, day of the week, and season of …","https://journals.sagepub.com/doi/pdf/10.1177/0013916503259515","https://scholar.google.com/scholar?q=related:L-P92xmKYacJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
39,"M Gerell, J Kardell, J Kindgren","Minor covid-19 association with crime in Sweden",2020,"Crime science","Springer","https://link.springer.com/article/10.1186/s40163-020-00128-3","https://scholar.google.com/scholar?cites=16828915284289845719&as_sdt=2005&sciodt=0,5&hl=en",177,"2021-09-29 11:06:12","HTML","10.1186/s40163-020-00128-3","","",,,,,39,39.00,13,3,1,"… the strongest impact appears to have been that traffic stops decreased, while calls for service for domestic … 2020) while we opted to use the standard Swedish police method combined with a … As criminals and law enforcement alike adjust to this new reality, this may well change …","https://link.springer.com/article/10.1186/s40163-020-00128-3","https://scholar.google.com/scholar?q=related:1_k8o0lRjOkJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
34,"SSM Edward","Police attitudes and dispositions in domestic disputes: The London study",1986,"The Police Journal","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0032258X8605900308","https://scholar.google.com/scholar?cites=16433339324634624894&as_sdt=2005&sciodt=0,5&hl=en",178,"2021-09-29 11:06:12","","10.1177/0032258X8605900308","","",,,,,34,0.97,34,1,35,"… Out of all 324 calls for assistance, 1.5% of cases were.proceeded with … b. beat ideologies: crisis intervention or arrest and charge; c. law enforcement: prosecuting and … a. Definitions ofDomestic Violence in Contemporary Policing Police officers perceived domestic disputes as …","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/policejl59&section=40","https://scholar.google.com/scholar?q=related:fvNNVgzzDuQJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
21,"T Rich","Crime mapping and analysis by community organizations in hartford, connecticut",2001,"","ojp.gov","https://www.ojp.gov/pdffiles1/nij/185333.pdf","https://scholar.google.com/scholar?cites=2448456324126376686&as_sdt=2005&sciodt=0,5&hl=en",179,"2021-09-29 11:06:12","BOOK","","","",,,,,21,1.05,21,1,20,"… community policing field offices … Al- though some police departments routinely publish aggregate crime statistics and a few publish incident-level crime informa … in Hart- ford was to extend basic mapping and crime analysis technologies beyond the law enforcement community so …","https://www.ojp.gov/pdffiles1/nij/185333.pdf","https://scholar.google.com/scholar?q=related:7oKc5w2q-iEJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
17,"GA Elmes, G Roedl, J Conley","Forensic GIS: The role of geospatial technologies for investigating crime and providing evidence",2014,"","Springer","https://link.springer.com/book/10.1007/978-94-017-8757-4","https://scholar.google.com/scholar?cites=3156911630410339583&as_sdt=2005&sciodt=0,5&hl=en",180,"2021-09-29 11:06:12","BOOK","10.1007/978-94-017-8757-4","","",,,,,17,2.43,6,3,7,"… Daniel Salafranca Barreda. Pages 135-154. PDF. Spatial Analysis of Fear of Crime and Police Calls for Service: An Example and Implications for Community Policing. Jamison Conley, Rachel Stein. Pages 155-172. PDF. Using GIS …","","https://scholar.google.com/scholar?q=related:_1To3WaazysJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
49,"AD Newton, SD Johnson, KJ Bowers","Crime on bus routes: an evaluation of a safer travel initiative",2004,"Policing: An International …","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/13639510410553086/full/html","https://scholar.google.com/scholar?cites=4264013119474609181&as_sdt=2005&sciodt=0,5&hl=en",181,"2021-09-29 11:06:12","","10.1108/13639510410553086","","",,,,,49,2.88,16,3,17,"… CCTV schemes, and in particular those that initiate some form of law enforcement response (where … in terms of a seasonal pattern or a general change in policing policy … Police calls for service records are a good indicator of public demand for police intervention, and have …","https://discovery.ucl.ac.uk/id/eprint/147/1/Newton_Johnson_and_Bowers_2004.pdf","https://scholar.google.com/scholar?q=related:HazjJ1fRLDsJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
14,"M Townsend, D Hunt, W Rhodes","Evaluability assessment of the president's family justice center initiative",2005,"","ojp.gov","https://www.ojp.gov/library/publications/evaluability-assessment-presidents-family-justice-center-initiative","https://scholar.google.com/scholar?cites=17357087695283321165&as_sdt=2005&sciodt=0,5&hl=en",182,"2021-09-29 11:06:12","","","","",,,,,14,0.88,5,3,16,"… Measures include types of police calls for service as a measure common to all sites and available from police records. Programs that focus on offender accountability might also use the number of successful prosecutions or the time to prosecution as measures …","","https://scholar.google.com/scholar?q=related:TXmqDEzD4PAJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
83,"G Farrell, W Sousa","Repeat victimization and hot spots: The overlap and its implications for crime control and problem-oriented policing",2001,"Crime Prevention Studies","academia.edu","https://www.academia.edu/download/40920798/Farrell_and_Pease_Eds_2001_Repeat_Victimization.pdf#page=222","https://scholar.google.com/scholar?cites=9246703227599114971&as_sdt=2005&sciodt=0,5&hl=en",183,"2021-09-29 11:06:12","PDF","","","",,,,,83,4.15,42,2,20,"… and DP Rogan (1995)."" Effects of Gun Seizures on Gun Violence: Hot Spots Patrol in Kansas City."" Justice Quarterly 12 (4): 673-693. (1989)."" Repeat Calls for Service: Policing the'Hot Spots.'"" In: DJ Kenney (ed.), Police & Policing: Contemporary Issues. New York, NY: Praeger …","https://www.academia.edu/download/40920798/Farrell_and_Pease_Eds_2001_Repeat_Victimization.pdf#page=222","https://scholar.google.com/scholar?q=related:29KAKJjjUoAJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
64,"D Clairmont","Community-based policing: Implementation and impact",1991,"Canadian Journal of Criminology","utpjournals.press","https://www.utpjournals.press/doi/abs/10.3138/cjcrim.33.3-4.469","https://scholar.google.com/scholar?cites=9299336268687844730&as_sdt=2005&sciodt=0,5&hl=en",184,"2021-09-29 11:06:12","","10.3138/cjcrim.33.3-4.469","","",,,,,64,2.13,64,1,30,"… implementation issue, mentioned at CBP conferences and in the evaluation literature, concerns dealing with calls for service and the public expectations of reactive policing. While some research has indicated that urban populations, if informed, will tolerate police priorization of …","https://scholar.google.com/scholar?output=instlink&q=info:eqUL_hDhDYEJ:scholar.google.com/&hl=en&as_sdt=0,5&scillfp=14886550583404057&oi=lle","https://scholar.google.com/scholar?q=related:eqUL_hDhDYEJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
36,"RC Larson, TF Rich","Travel-time analysis of New York City police patrol cars",1987,"Interfaces","pubsonline.informs.org","https://pubsonline.informs.org/doi/abs/10.1287/inte.17.2.15","https://scholar.google.com/scholar?cites=9438207816055123493&as_sdt=2005&sciodt=0,5&hl=en",185,"2021-09-29 11:06:12","","10.1287/inte.17.2.15","","",,,,,36,1.06,18,2,34,"… A calls for service (CFS) … considered in this study, in particular Copyright © 1987, The Institute of Management Sciences GOVERNMENT — SERVICES, POLICE 0091-2102 … Most precinct boundaries were designed decades ago, when the prevalent form of policing was foot patrol …","https://scholar.google.com/scholar?output=instlink&q=info:Je5HwABA-4IJ:scholar.google.com/&hl=en&as_sdt=0,5&scillfp=9015593877022075835&oi=lle","https://scholar.google.com/scholar?q=related:Je5HwABA-4IJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
